,COP,AXP,RTN,BA,AAPL,PEP,NAV,GSK,MSFT,KMB,R,SAP,GS,CL,WAG,WMT,GE,SNE,PFE,AMZN,MAR,NVS,KO,MMM,CMCSA,SNY,IBM,CVX,WFC,DD,CVS,TOT,CAT,CAJ,BAC,AIG,TWX,HD,TXN,KFT,VLO,F,CVC,TM,PG,LMT,K,HMC,GD,HPQ,DELL,MTU,XRX,YHOO,XOM,JPM,MCD,CSCO,NOC,UN
2011-07-29,71.99,50.04,44.73,70.47,390.48,64.04,51.31,44.42,27.4,65.36,56.32,62.41,134.97,84.38,39.04,52.71,17.91,25.1,19.25,222.52,32.5,61.2,68.01,87.14,24.02,38.75,181.85,104.02,27.94,51.42,36.35,54.07,98.79,48.32,9.71,28.7,35.16,34.93,29.75,34.38,25.12,12.21,24.36,81.92,61.49,75.73,55.78,39.78,68.14,35.17,16.24,5.07,9.33,13.1,79.79,40.45,86.48,15.97,60.51,32.48
2011-08-01,71.99,50.02,44.32,70.33,396.75,63.86,50.45,44.47,27.27,65.17,55.87,61.41,134.15,84.02,39.1,52.62,17.97,25.07,19.01,221.32,32.02,61.18,67.73,86.77,23.85,37.96,180.75,105.38,27.93,51.55,36.68,53.17,100.72,48.27,9.81,28.59,35.08,34.25,29.89,34.34,24.94,12.35,24.04,81.77,61.43,74.46,55.31,39.98,67.51,35.2,16.24,5.19,9.13,13.1,79.6,40.44,86.39,15.83,59.6,32.15
2011-08-02,70.63,48.52,43.88,67.7,388.91,63.18,47.86,44.07,26.8,64.53,52.77,59.28,131.23,84.78,38.23,51.68,17.21,25.13,18.14,211.7,30.46,59.36,67.07,85.27,22.73,36.94,178.05,103.45,27.18,50.05,36.35,51.63,97.18,47.76,9.49,27.75,34.0,32.82,29.1,34.14,23.56,11.85,23.03,81.29,60.87,73.68,54.44,39.45,66.16,34.35,15.78,5.08,8.82,12.76,77.84,39.84,85.06,15.46,57.53,31.65
2011-08-03,70.56,48.86,43.29,67.34,392.57,64.48,46.35,43.63,26.92,64.55,52.15,59.8,132.08,84.32,38.14,51.28,17.47,24.98,18.03,209.96,31.13,59.89,68.4,86.18,22.77,37.53,178.83,102.76,27.3,50.5,36.21,52.18,96.28,48.24,9.54,28.19,33.57,32.95,29.3,34.3,23.26,11.65,23.1,81.26,60.73,73.56,54.35,38.97,65.9,34.28,15.89,5.07,8.9,13.02,77.72,39.9,85.54,15.49,57.11,31.72
2011-08-04,66.92,46.84,41.21,63.09,377.37,63.35,43.47,42.2,25.94,63.04,48.94,55.86,126.23,82.58,37.05,50.1,16.47,23.35,17.36,201.48,29.33,57.4,65.82,82.23,21.8,35.25,171.48,96.84,25.74,47.24,34.0,49.0,89.55,45.32,8.83,26.4,32.02,31.7,27.92,33.78,21.0,10.86,21.8,77.41,59.58,71.32,52.41,36.26,63.22,32.54,15.0,4.8,8.57,12.0,73.84,37.92,84.28,14.82,55.31,31.78
2011-08-05,67.75,47.21,41.3,62.75,373.62,64.67,43.26,41.82,25.68,64.07,48.46,56.35,125.18,84.15,37.03,50.85,16.51,23.14,17.49,202.7,29.5,57.35,66.77,82.75,21.88,35.76,172.98,97.61,25.21,47.27,34.15,49.36,90.99,45.53,8.17,25.1,31.74,30.74,27.19,34.87,20.71,10.84,21.5,77.43,60.59,72.82,53.36,36.6,64.44,32.63,15.06,4.84,8.53,11.74,74.82,37.6,85.08,14.94,55.49,32.96
2011-08-08,61.92,43.04,39.41,58.71,353.21,62.97,36.92,39.44,24.48,62.86,42.65,51.27,117.66,82.8,35.22,48.92,15.43,21.67,16.66,193.7,27.51,54.34,65.12,78.59,20.43,33.03,166.22,90.25,22.93,44.06,32.31,45.91,82.6,43.5,6.51,22.58,29.89,28.93,26.19,33.71,18.32,9.93,19.52,73.72,59.29,68.9,51.67,34.45,60.8,30.81,13.95,4.57,7.7,11.09,70.19,34.06,82.11,13.94,51.75,31.24
2011-08-09,64.56,46.1,41.17,62.34,374.01,63.09,39.49,40.92,25.58,64.24,45.05,54.2,122.73,83.3,36.29,50.82,15.96,22.61,17.6,205.09,28.29,57.31,66.68,82.69,20.71,34.11,170.61,93.4,24.78,46.71,33.23,48.1,87.48,45.76,7.6,23.98,30.48,30.15,27.09,34.22,20.04,10.91,17.02,77.21,60.22,70.88,52.56,34.98,62.42,31.53,14.42,4.72,8.17,12.09,71.64,36.4,85.96,14.06,53.24,32.15
2011-08-10,62.71,42.8,39.0,57.41,363.69,60.32,37.98,38.84,24.2,62.57,43.55,50.01,110.34,80.18,34.72,48.41,15.09,21.32,17.05,194.13,26.82,54.53,63.96,78.23,19.78,31.57,162.54,90.57,22.88,44.83,32.06,44.8,83.51,43.58,6.77,22.14,29.07,28.51,26.5,32.8,19.26,10.41,16.86,73.43,58.51,66.87,51.46,33.41,58.38,29.86,13.65,4.57,7.71,11.77,68.03,34.37,84.08,13.73,50.09,30.61
2011-08-11,65.52,45.07,40.32,58.85,373.7,62.87,40.0,40.81,25.19,64.6,45.6,51.96,118.1,84.17,34.74,49.73,15.68,21.79,17.81,198.36,28.13,54.62,66.47,81.22,20.59,32.87,166.73,94.07,24.29,46.96,33.26,46.42,87.25,46.32,7.25,23.16,29.73,30.05,27.3,34.1,20.76,10.94,18.47,75.14,60.45,68.84,52.13,33.68,61.51,31.05,14.72,4.67,7.99,12.86,71.58,36.69,86.28,15.92,51.78,31.42
2011-08-12,66.05,44.89,40.76,61.75,376.99,63.18,41.05,41.3,25.1,65.14,46.21,52.86,116.47,85.34,35.22,49.75,15.88,21.49,17.86,202.3,28.22,55.22,67.14,82.54,20.64,34.41,168.2,95.86,24.13,47.36,33.25,47.2,89.81,47.02,7.19,23.13,29.84,30.58,27.18,34.4,20.9,11.06,18.74,74.4,61.14,69.12,52.89,33.43,61.18,32.32,14.87,4.64,8.01,13.59,72.0,35.91,86.5,15.99,51.89,32.29
2011-08-15,67.48,45.82,41.24,62.7,383.41,63.57,42.03,42.11,25.51,66.1,46.93,53.76,119.13,86.26,36.74,49.98,16.39,22.37,18.34,202.95,28.82,55.87,68.2,83.31,21.27,35.21,172.99,99.1,25.02,47.72,34.0,48.63,91.37,47.2,7.76,24.52,30.33,31.46,27.49,34.68,21.53,11.35,19.13,76.12,61.88,70.26,53.6,34.52,62.77,32.43,15.5,4.71,8.27,13.47,74.29,36.88,86.82,16.03,53.05,33.16
2011-08-16,66.54,44.89,40.91,62.23,380.48,63.76,41.3,41.85,25.35,66.09,45.75,53.16,116.87,86.22,37.26,51.92,16.15,21.96,18.31,197.68,28.56,55.81,68.17,82.13,21.22,34.96,171.24,98.14,24.55,46.89,33.8,47.83,89.35,46.88,7.4,24.51,30.38,33.12,26.93,34.21,20.97,11.22,18.73,75.42,61.62,70.69,53.56,33.93,62.04,32.61,15.8,4.58,8.22,13.48,73.5,36.03,86.67,16.0,53.24,33.22
2011-08-17,66.82,45.86,41.36,62.18,380.44,64.62,40.33,42.2,25.25,65.97,45.93,52.35,117.25,86.31,36.14,51.55,16.23,21.9,18.49,195.93,28.94,57.16,69.28,80.93,21.33,36.0,171.48,97.68,24.88,46.73,34.38,48.79,87.64,47.11,7.46,24.85,30.47,33.41,26.93,34.53,20.95,11.11,18.66,74.68,61.67,71.19,53.47,33.39,61.88,31.39,14.2,4.72,8.3,13.47,74.16,36.57,87.5,15.85,52.76,33.92
2011-08-18,63.79,44.28,40.15,58.93,366.05,63.09,37.14,41.28,24.67,65.59,42.34,48.9,113.14,85.04,35.06,51.79,15.34,20.69,17.71,182.52,26.79,55.55,67.76,77.42,20.28,34.66,163.83,93.24,23.72,44.4,32.95,46.64,83.33,45.16,7.01,22.7,28.58,32.16,25.39,33.81,19.26,10.38,17.17,71.57,60.86,69.38,52.8,31.43,58.23,29.51,13.76,4.52,7.67,12.96,70.94,35.19,85.61,15.01,50.04,33.25
2011-08-19,63.59,44.47,39.87,57.54,356.03,62.07,35.87,40.82,24.05,65.35,40.86,48.72,111.76,84.99,34.45,52.3,15.09,20.53,17.67,178.93,26.24,54.74,67.1,76.87,19.96,34.09,157.54,93.29,23.36,43.79,32.37,45.75,79.97,44.78,6.97,22.16,27.9,31.88,24.82,33.45,18.82,9.99,16.97,70.7,60.96,69.39,52.26,30.86,57.47,23.6,14.0,4.53,7.32,12.92,69.8,34.35,87.23,15.08,49.26,32.68
2011-08-22,63.33,44.6,39.93,58.38,356.44,61.92,35.73,41.49,23.98,65.77,40.61,49.48,106.51,85.2,34.9,52.19,15.11,20.69,17.68,177.54,26.11,55.2,67.27,76.95,19.78,34.99,158.98,93.3,22.89,43.82,32.21,46.72,79.89,45.64,6.42,21.79,27.74,32.28,25.16,33.55,18.94,10.01,16.5,70.54,61.71,69.92,52.8,30.7,58.2,24.45,14.02,4.45,7.41,12.84,70.18,33.41,87.76,15.01,50.03,33.46
2011-08-23,65.71,46.42,41.05,60.77,373.6,63.48,37.83,43.33,24.72,67.26,42.06,51.66,106.86,87.01,34.68,53.21,15.54,21.0,18.24,193.55,27.22,57.26,69.06,79.67,20.06,36.67,164.32,97.33,23.94,45.42,33.39,48.51,82.98,47.47,6.3,22.92,28.88,33.11,26.24,34.09,20.13,10.31,17.32,72.88,63.02,71.88,53.2,31.11,59.51,24.54,14.68,4.42,7.63,13.35,73.66,34.78,89.53,15.44,51.48,34.24
2011-08-24,66.12,48.08,42.06,61.69,376.18,63.7,40.34,43.36,24.9,67.93,42.99,52.7,110.31,87.3,34.33,53.37,15.72,20.41,18.39,193.73,28.44,57.74,69.68,80.29,20.57,36.64,166.76,97.59,24.43,46.11,34.44,48.16,85.4,47.35,6.99,23.55,29.84,34.37,26.11,34.22,20.46,10.45,17.16,72.08,63.31,73.26,53.44,30.61,61.0,25.21,14.68,4.28,7.84,13.15,73.54,35.83,90.13,15.46,52.72,33.85
2011-08-25,64.78,48.09,40.89,61.1,373.72,63.02,39.83,41.88,24.57,67.3,42.35,51.22,109.84,86.85,34.11,52.7,15.45,20.35,17.96,192.03,27.28,56.24,67.97,78.19,20.23,35.71,165.58,95.96,24.76,45.46,33.97,46.78,83.25,45.5,7.65,23.0,29.21,33.84,25.31,33.61,20.21,10.28,17.01,71.27,62.53,72.04,52.79,31.3,60.0,25.03,14.21,4.19,7.53,12.87,71.77,35.72,88.71,15.08,51.24,33.16
2011-08-26,65.51,48.48,41.59,62.8,383.58,63.16,40.2,41.91,25.25,67.83,44.38,53.13,111.75,87.84,34.51,52.9,15.54,20.69,18.21,199.27,27.52,56.59,68.5,80.01,20.57,35.89,169.14,96.85,24.59,46.09,34.34,47.25,85.16,45.88,7.76,23.26,29.92,34.0,25.52,33.95,20.87,10.4,17.35,71.65,62.57,73.25,53.18,31.66,61.28,24.82,14.69,4.3,7.72,12.74,72.64,36.21,89.93,15.32,52.16,33.66
2011-08-29,67.78,48.55,42.57,64.6,389.97,64.16,42.5,42.77,25.84,68.43,45.45,54.38,116.07,89.77,35.46,53.19,16.04,21.63,18.88,206.53,29.08,57.17,69.73,82.1,21.24,36.47,172.62,98.74,25.42,47.5,35.55,48.67,88.15,46.59,8.39,25.0,31.02,33.99,26.16,34.57,21.7,10.93,18.01,72.1,63.09,74.07,54.16,32.0,63.01,26.12,14.97,4.38,8.06,13.68,74.12,37.64,90.79,15.74,53.93,33.66
2011-08-30,67.84,48.66,42.85,66.03,389.99,64.52,41.57,42.19,26.23,68.52,46.67,53.89,115.18,90.64,35.5,52.82,16.12,22.01,18.88,210.92,29.07,57.07,69.86,82.07,21.32,36.08,172.51,98.4,25.4,48.22,35.76,48.07,89.83,46.42,8.12,24.9,31.26,33.57,26.2,34.71,22.0,10.87,17.98,70.94,63.5,74.1,53.85,31.83,63.95,26.05,14.86,4.36,8.07,13.84,73.91,37.06,90.78,15.63,54.41,33.5
2011-08-31,68.07,49.71,43.23,66.86,384.83,64.43,41.4,42.83,26.6,69.16,47.08,54.51,116.22,89.97,35.21,53.19,16.31,21.95,18.98,215.23,29.28,58.46,70.45,82.98,21.51,36.57,171.91,98.84,26.1,48.27,35.91,49.04,91.0,47.24,8.17,25.33,31.66,33.38,26.21,35.02,22.72,11.12,18.06,71.84,63.68,74.19,54.32,32.47,64.08,26.03,14.87,4.5,8.3,13.61,74.02,37.56,90.41,15.67,54.62,34.0
2011-09-01,67.97,49.5,42.56,66.05,381.03,64.15,41.01,42.61,26.21,68.78,46.12,53.76,112.16,89.9,35.65,52.65,16.2,21.76,18.91,212.54,28.75,58.57,70.45,81.61,21.62,36.34,170.33,98.52,25.23,47.82,35.78,48.7,88.55,46.85,7.91,24.79,31.3,32.93,25.57,34.81,22.49,10.85,17.84,71.17,63.26,73.05,53.97,32.82,63.1,25.67,14.7,4.42,8.11,13.35,73.49,36.3,90.07,15.82,53.46,34.01
2011-09-02,66.44,48.51,41.27,64.03,374.05,63.3,39.58,41.74,25.8,68.13,44.35,51.99,107.06,88.52,34.77,52.03,15.76,20.73,18.46,210.0,27.28,57.3,69.74,79.35,21.0,35.05,166.98,96.41,24.2,46.76,35.43,47.41,85.38,46.03,7.25,23.66,30.6,32.18,25.08,34.27,21.94,10.42,16.94,69.34,62.55,71.37,53.61,31.95,60.94,24.34,14.24,4.32,7.91,12.87,72.14,34.63,89.09,15.41,51.8,33.47
2011-09-06,65.7,48.06,40.75,62.77,379.74,62.45,38.8,41.55,25.51,68.26,43.02,50.9,104.56,88.99,35.1,51.68,15.25,19.86,18.65,216.18,26.56,55.94,69.43,78.08,20.71,34.74,165.11,95.61,23.92,46.14,35.81,45.17,85.7,45.06,6.99,23.32,29.99,32.05,24.91,34.08,21.65,10.22,16.57,68.27,62.38,71.22,53.51,30.6,60.3,23.63,14.25,4.18,7.81,12.91,71.15,33.44,88.82,15.28,51.66,32.76
2011-09-07,67.31,49.98,41.84,64.9,383.93,61.62,39.12,42.23,26.0,68.48,45.05,52.91,108.34,91.81,36.08,52.42,15.8,20.45,19.01,219.9,27.65,57.04,70.8,80.57,21.39,35.41,167.31,99.29,24.96,47.44,37.03,46.74,88.69,45.7,7.48,25.39,30.72,32.87,25.89,34.78,22.28,10.56,17.1,69.85,62.72,72.94,54.41,31.1,61.35,24.14,14.55,4.26,8.03,13.61,73.65,34.82,89.29,15.88,53.11,33.1
2011-09-08,65.88,49.53,41.42,62.81,384.14,61.34,38.61,41.81,26.22,68.11,44.3,51.28,104.79,90.46,35.88,52.21,15.59,20.1,18.82,217.26,26.81,56.03,71.17,79.26,21.42,34.1,165.25,98.41,24.4,46.4,37.02,46.47,87.04,45.27,7.2,24.59,29.84,32.46,25.8,35.06,23.19,10.34,16.67,69.37,62.91,71.94,54.4,30.56,60.4,23.87,14.34,4.15,7.84,14.44,72.82,33.51,88.61,16.29,52.78,32.14
